"vin","year","make","model","used_or_new","price","sellertype","sellername","zipcode","dealtype","drivetrain","transmission","engine","mileage","difference","percentage_of_difference"
"KM8R5DHE9LU125748",2020,"Hyundai","Palisade Limited","Used",53900.00,"Dealer","Luther Burnsville Hyundai",55306,"Good","All-wheel Drive","8-Speed Automatic","3.8L V6 24V GDI DOHC",17791,NULL,NULL
"WBAHF3C09MWX25496",2021,"BMW","Z4 sDrive30i","Used",52980.00,"Dealer","BMW of Minnetonka",55391,"Good","Rear-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",8884,NULL,NULL
"JM3KFBDM5L1813937",2020,"Mazda","CX-5 Grand Touring","Used",32998.00,"Dealer","Walser Mazda",55306,"Great","All-wheel Drive","Automatic","Regular Unleaded I-4 2.5 L/152",11754,NULL,NULL
"2LMDJ6JKXDBL19864",2013,"Lincoln","MKX Base","Used",15499.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Great","Front-wheel Drive","6-Speed Automatic","3.7L V6 24V MPFI DOHC",99488,NULL,NULL
"2T3G1RFV4KW057268",2019,"Toyota","RAV4 LE","Toyota Certified",32174.00,"Dealer","Burnsville Toyota",55306,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",13853,NULL,NULL
"5LMTJ2DH7HUL68940",2017,"Lincoln","MKC Select","Used",27650.00,"Dealer","Apple Chrysler Dodge Jeep Ram of Shakopee",55379,"Good","All-wheel Drive","6-Speed Automatic","2.3L I4 16V GDI DOHC Turbo",37426,NULL,NULL
"5TDYK3DC8FS568702",2015,"Toyota","Sienna XLE","Used",23227.00,"Dealer","Audi Minneapolis",55426,"Good","Front-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",96203,NULL,NULL
"1GTU9FEL9LZ223747",2020,"GMC","Sierra 1500 Denali","Used",59990.00,"Dealer","West Metro Buick GMC",55362,"Good","Four-wheel Drive","10-Speed Automatic","6.2L V8 16V GDI OHV",38360,NULL,NULL
"KM8R5DHE0LU028907",2020,"Hyundai","Palisade Limited","Used",47994.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","8-Speed Automatic","3.8L V6 24V GDI DOHC",34050,NULL,NULL
"5N1AT2MV9HC830916",2017,"Nissan","Rogue SV","Used",19277.00,"Dealer","Morrie's Inver Grove Mazda",55118,"Good","All-wheel Drive","Automatic CVT","2.5L I4 16V MPFI DOHC",99252,NULL,NULL
"2GNAXKEV0K6264398",2019,"Chevrolet","Equinox 1LT","Used",24699.00,"Dealer","Onalaska Chevrolet",54650,"Great","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",12436,NULL,NULL
"4S4BTGKD4L3225125",2020,"Subaru","Outback Onyx Edition XT","Subaru Certified",38989.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",16702,NULL,NULL
"3C4NJDCB1LT236090",2020,"Jeep","Compass Limited","Jeep Certified",31988.00,"Dealer","Luther Hudson Chrysler Dodge Jeep RAM",54016,"Good","Four-wheel Drive","9-Speed Automatic","2.4L I4 16V MPFI SOHC",14234,NULL,NULL
"3GTU9FED6KG232977",2019,"GMC","Sierra 1500 Denali","Used",49598.00,"Dealer","Whitaker Buick GMC",55025,"Good","Four-wheel Drive","8-Speed Automatic","5.3L V8 16V GDI OHV",57164,NULL,NULL
"5FPYK3F74KB032657",2019,"Honda","Ridgeline RTL-E","Used",36782.00,"Dealer","Rapids Honda",55448,"Great","All-wheel Drive","6-Speed Automatic","3.5L V6 24V GDI SOHC",30715,NULL,NULL
"1HGCV2F99KA003963",2019,"Honda","Accord Touring 2.0T","Used",36875.00,"Dealer","Luther Westside VW",55416,"Fair","Front-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",20735,NULL,NULL
"1C4BJWEG7HL721778",2017,"Jeep","Wrangler Unlimited Sahara","Used",36991.00,"Dealer","Bloomington Chrysler Jeep Dodge RAM",55431,"Good","Four-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",42227,NULL,NULL
"WBA3B3C53DF540670",2013,"BMW","328 i xDrive","Used",19300.00,"Dealer","iDeal Auto Imports",55344,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",57949,NULL,NULL
"5XYZWDLA4GG306933",2016,"Hyundai","Santa Fe Sport 2.0L Turbo","Used",21998.00,"Dealer","Dahl Automotive La Crosse",54601,"Good","All-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",68808,NULL,NULL
"JTMP1RFV7KD507847",2019,"Toyota","RAV4 XLE","Used",33900.00,"Dealer","Dahl Toyota",55987,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",30647,NULL,NULL
"ZACNJBAB3KPK28597",2019,"Jeep","Renegade Sport","Used",22998.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","9-Speed Automatic","2.4L I4 16V MPFI SOHC",42861,NULL,NULL
"JF2SKAJC5KH410428",2019,"Subaru","Forester Sport","Used",34989.00,"Dealer","Luther Bloomington Subaru",55420,"Fair","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",24337,NULL,NULL
"JTMA1RFV0KD515276",2019,"Toyota","RAV4 XLE Premium","Used",40982.00,"Dealer","Maplewood Toyota",55109,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",14877,NULL,NULL
"1GKKVSKD1HJ201504",2017,"GMC","Acadia Limited Limited","Used",23995.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",93960,NULL,NULL
"WDDWF4KB0HR232710",2017,"Mercedes-Benz","C-Class C 300 4MATIC","Used",24830.00,"Dealer","Sears Imported Autos",55305,"Good","All-wheel Drive","7-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",72700,NULL,NULL
"2C4RC1BG9MR508719",2021,"Chrysler","Pacifica Touring-L","Used",35998.00,"Dealer","Morrie's Minnetonka Ford",55305,"Fair","Front-wheel Drive","9-Speed Automatic","3.6L V6 24V MPFI DOHC",77817,NULL,NULL
"5J8TC2H56LL008527",2020,"Acura","RDX Technology Package","Acura Certified",44989.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",15810,NULL,NULL
"WA1AAAF72KD002625",2019,"Audi","Q7 55 Premium","Used",43752.00,"Dealer","Audi Richfield",55423,"Good","All-wheel Drive","8-Speed Automatic","3.0L V6 24V GDI DOHC Supercharged",52560,NULL,NULL
"1C6SRFJT9LN148205",2020,"RAM","1500 Laramie","Used",47995.00,"Dealer","Luther Brookdale Honda",55429,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",43675,NULL,NULL
"3GNAXKEV4KS515442",2019,"Chevrolet","Equinox 1LT","Used",22399.00,"Dealer","Onalaska Chevrolet",54650,"Great","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",62125,NULL,NULL
"5N1DL0MM1KC519187",2019,"INFINITI","QX60 Luxe","INFINITI Certified",37990.00,"Dealer","Luther INFINITI of Bloomington",55431,"Great","All-wheel Drive","Automatic CVT","3.5L V6 24V GDI DOHC",27816,NULL,NULL
"1C4RJKBG7M8101330",2021,"Jeep","Grand Cherokee L Limited","Used",50383.00,"Dealer","Park Chrysler Jeep",55337,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",19343,NULL,NULL
"2GNFLFEK6F6123419",2015,"Chevrolet","Equinox 1LT","Used",18995.00,"Dealer","S & S Motors",56021,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",60235,NULL,NULL
"5YFEPMAE3MP270256",2021,"Toyota","Corolla LE","Toyota Certified",28479.00,"Dealer","Burnsville Toyota",55306,"Fair","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",12112,NULL,NULL
"2HKRW2H85LH664362",2020,"Honda","CR-V EX-L","Used",33999.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",24414,NULL,NULL
"1FTEX1EP4HFA22444",2017,"Ford","F-150 XLT","Ford Certified",31871.00,"Dealer","Mills Ford Brainerd",56425,"Great","Four-wheel Drive","6-Speed Automatic","2.7L V6 24V GDI DOHC Twin Turbo",50359,NULL,NULL
"1V2UR2CA9KC562647",2019,"Volkswagen","Atlas 3.6L SE w/Technology","Volkswagen Certified",39975.00,"Dealer","Luther Westside VW",55416,"Good","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",36999,NULL,NULL
"2GNAXSEV0J6208427",2018,"Chevrolet","Equinox 1LT","Chevrolet Certified",19975.00,"Dealer","Jeff Belzer's New Prague",56071,"Great","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",70900,NULL,NULL
"1GCVKSEC1FZ166028",2015,"Chevrolet","Silverado 1500 LTZ","Used",33999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Four-wheel Drive","6-Speed Electronically Controlled Automatic with O","5.3L V8 16V GDI OHV",72185,NULL,NULL
"5UXKR0C5XH0U52425",2017,"BMW","X5 xDrive35i","Used",33959.00,"Dealer","Audi Minneapolis",55426,"Good","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",67558,NULL,NULL
"2FMTK4K83FBC38333",2015,"Ford","Edge Titanium","Used",19900.00,"Dealer","Higley Ford Sales Co",56101,"Good","All-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",97417,NULL,NULL
"1C4RJFAG7HC763100",2017,"Jeep","Grand Cherokee Altitude","Used",28995.00,"Dealer","Buerkle Hyundai",55110,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",65403,NULL,NULL
"JF2SKAPC1KH569518",2019,"Subaru","Forester Sport","Used",30798.00,"Dealer","Morrie's Mercedes Benz of St. Paul",55109,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",44392,NULL,NULL
"1FTEW1E54JFC90420",2018,"Ford","F-150 XLT","Used",38289.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",45944,NULL,NULL
"1GKKVTKD6EJ355711",2014,"GMC","Acadia Denali","Used",21499.00,"Dealer","Apple Chevrolet Buick of Northfield",55057,"Great","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",79429,NULL,NULL
"5J8TC2H68KL000565",2019,"Acura","RDX A-Spec","Acura Certified",43495.00,"Dealer","Buerkle Acura",55445,"Good","All-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",21717,NULL,NULL
"3GCUKREC9FG107104",2015,"Chevrolet","Silverado 1500 LT","Used",27798.00,"Dealer","Jeff Belzer's Lakeville",55044,"Great","Four-wheel Drive","6-Speed Automatic","5.3L V8 16V GDI OHV",82148,NULL,NULL
"W1N4M4HBXMW106440",2021,"Mercedes-Benz","GLB 250 Base 4MATIC","Used",47633.00,"Dealer","Feldmann Imports",55437,"Good","All-wheel Drive","8-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",10443,NULL,NULL
"JF2SKAUC2KH589247",2019,"Subaru","Forester Limited","Subaru Certified",35989.00,"Dealer","Luther Bloomington Subaru",55420,"Fair","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",3003,NULL,NULL
"1C4RJFBG3FC790094",2015,"Jeep","Grand Cherokee Limited","Used",21998.00,"Dealer","Walser Chrysler Jeep Dodge RAM",55343,"Good","Four-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",96392,NULL,NULL
"5UXCW2C53KL088718",2019,"BMW","X7 xDrive40i","Used",70200.00,"Dealer","Motorwerks BMW",55420,"Fair","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",31507,NULL,NULL
"1FTEW1EP4GFA54327",2016,"Ford","F-150 Lariat","Used",33995.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","Four-wheel Drive","6-Speed Automatic","2.7L V6 24V GDI DOHC Twin Turbo",80819,NULL,NULL
"3VV2B7AX1KM195891",2019,"Volkswagen","Tiguan 2.0T SE","Used",27997.00,"Dealer","Jeff Belzer's Lakeville",55044,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",30083,NULL,NULL
"1GNKVJKD1FJ269764",2015,"Chevrolet","Traverse LTZ","Used",20680.00,"Dealer","AutoNation Ford White Bear Lake",55110,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",90353,NULL,NULL
"2T2HZMDAXLC221565",2020,"Lexus","RX 350 Base","Used",48999.00,"Dealer","Lexus of Wayzata",55391,"Fair","All-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",39618,NULL,NULL
"JM3KFBCM9L0764636",2020,"Mazda","CX-5 Touring","Used",27599.00,"Dealer","Rochester Mazda",55901,"Great","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",41727,NULL,NULL
"2HKRM4H73EH610117",2014,"Honda","CR-V EX-L","Used",20995.00,"Dealer","Luther Brookdale Honda",55429,"Fair","All-wheel Drive","5-Speed Automatic","2.4L I4 16V MPFI DOHC",82039,NULL,NULL
"1C6SRFDTXLN220198",2020,"RAM","1500 Laramie","Used",41998.00,"Dealer","Walser Buick GMC Roseville",55113,"Good","Four-wheel Drive","Automatic","Regular Unleaded V-8 5.7 L/345",33808,NULL,NULL
"1FMJU1JT2KEA90583",2019,"Ford","Expedition XLT","Used",51990.00,"Dealer","Schwieters Ford of Montevideo",56265,"Fair","Four-wheel Drive","10-Speed Automatic","3.5L V6 24V GDI DOHC Twin Turbo",45370,NULL,NULL
"3GTU2WEC0FG272862",2015,"GMC","Sierra 1500 Denali","Used",36494.00,"Dealer","Mike Molstead Motors",50616,"Fair","Four-wheel Drive","6-Speed Automatic","5.3L V8 16V GDI OHV",76213,NULL,NULL
"1G1BE5SM6H7216759",2017,"Chevrolet","Cruze LT","Used",16999.00,"Dealer","Tenvoorde Ford",56301,"Good","Front-wheel Drive","6-Speed Automatic","1.4L I4 16V GDI DOHC Turbo",72009,NULL,NULL
"5J6RW2H92KL018970",2019,"Honda","CR-V Touring","Honda Certified",35386.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",13136,NULL,NULL
"5TDGZRBH9LS508786",2020,"Toyota","Highlander XLE","Used",42385.00,"Dealer","Carlson Toyota",55448,"Good","All-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",48083,NULL,NULL
"1LN6L9NC9L5605162",2020,"Lincoln","Continental Reserve","Used",59895.00,"Dealer","White Bear Lincoln",55110,"Fair","All-wheel Drive","6-Speed Automatic","3.0L V6 24V GDI DOHC Twin Turbo",24870,NULL,NULL
"1C4RJFBG2KC841420",2019,"Jeep","Grand Cherokee Limited","Used",36992.00,"Dealer","Mills Ford Lincoln Chrysler",56201,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",21053,NULL,NULL
"WA1BNAFY0K2034292",2019,"Audi","Q5 2.0T Premium Plus","Used",41331.00,"Dealer","Audi Minneapolis",55426,"Good","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",29793,NULL,NULL
"3GNCJLSB1KL328082",2019,"Chevrolet","Trax LT","Used",19747.00,"Dealer","Mauer Chevrolet",55077,"Good","Front-wheel Drive","6-Speed Automatic","1.4L I4 16V MPFI DOHC Turbo",37881,NULL,NULL
"JM3TCBCY9J0225575",2018,"Mazda","CX-9 Touring","Used",27377.00,"Dealer","Morrie's Inver Grove Mazda",55118,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC Turbo",77027,NULL,NULL
"3VV2B7AX6JM122188",2018,"Volkswagen","Tiguan 2.0T SE","Used",23475.00,"Dealer","Luther Westside VW",55416,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",76396,NULL,NULL
"3CZRU6H74KM713476",2019,"Honda","HR-V EX-L","Honda Certified",27995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.8L I4 16V MPFI SOHC",20177,NULL,NULL
"5FPYK3F70LB010902",2020,"Honda","Ridgeline RTL-E","Honda Certified",38991.00,"Dealer","Mills Honda",56425,"Great","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",27338,NULL,NULL
"1GYKNDRS0JZ216086",2018,"Cadillac","XT5 Luxury","Used",31950.00,"Dealer","Northland Auto Center Inc",56353,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",33800,NULL,NULL
"5FNRL6H78KB119826",2019,"Honda","Odyssey EX-L","Used",36995.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",24608,NULL,NULL
"1C6RR7GG1MS507595",2021,"RAM","1500 Classic SLT","RAM Certified",37900.00,"Dealer","Dodge RAM of Burnsville",55337,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",20078,NULL,NULL
"1C4RJFBGXFC725582",2015,"Jeep","Grand Cherokee Limited","Used",22398.00,"Dealer","Richfield Bloomington Honda",55423,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",93317,NULL,NULL
"3VV2B7AX0JM129878",2018,"Volkswagen","Tiguan 2.0T SE","Volkswagen Certified",28975.00,"Dealer","Luther Westside VW",55416,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",46000,NULL,NULL
"5J6RW2H56KL017382",2019,"Honda","CR-V EX","Used",30490.00,"Dealer","Inver Grove Honda",55077,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",37156,NULL,NULL
"5J6RW2H52KL033000",2019,"Honda","CR-V EX","Honda Certified",30498.00,"Dealer","Luther Mankato Honda",56001,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",33178,NULL,NULL
"1FMCU0GD7KUC03033",2019,"Ford","Escape SE","Ford Certified",23799.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",45318,NULL,NULL
"WDC0G4KB5KV187933",2019,"Mercedes-Benz","GLC 300 Base 4MATIC","Used",35107.00,"Dealer","Feldmann Imports",55437,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",55333,NULL,NULL
"WVGEF9BP1GD004673",2016,"Volkswagen","Touareg VR6","Used",20785.00,"Dealer","Buerkle Acura",55445,"Good","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",95325,NULL,NULL
"2FMPK4J93LBA30105",2020,"Ford","Edge SEL","Used",28865.00,"Dealer","Buerkle Acura",55445,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",53469,NULL,NULL
"4T1B11HK8KU274121",2019,"Toyota","Camry SE","Used",28995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","Front-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",20600,NULL,NULL
"4S4BTANC9L3117812",2020,"Subaru","Outback Limited","Used",34922.00,"Dealer","Subaru of Rochester",55904,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",52131,NULL,NULL
"5GAEVAKW4KJ269471",2019,"Buick","Enclave Essence","Used",35599.00,"Dealer","Walser Polar Mazda",55110,"Good","All-wheel Drive","Automatic","Gas V6 3.6L/217",62295,NULL,NULL
"5UXTY5C07M9F29687",2021,"BMW","X3 xDrive30i","Used",45995.00,"Dealer","Luther Subaru of White Bear",55110,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",5210,NULL,NULL
"2T3DFREV4HW661093",2017,"Toyota","RAV4 Limited","Used",32998.00,"Dealer","Walser Toyota",55437,"NA","All-wheel Drive","Automatic","Regular Unleaded I-4 2.5 L/152",10898,NULL,NULL
"5J8TC2H65KL013158",2019,"Acura","RDX A-Spec","Acura Certified",38495.00,"Dealer","Buerkle Acura",55445,"Good","All-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",51216,NULL,NULL
"YV449MRR1H2222625",2017,"Volvo","XC60 T6 Dynamic","Used",26998.00,"Dealer","Rochester Ford",55901,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC",52021,NULL,NULL
"SALGS2SV0KA528804",2019,"Land","Rover Range Rover 3.0L V6 Supercharged HSE","Used",82999.00,"Dealer","Jaguar Land Rover Minneapolis",55426,"NA","Four-wheel Drive","8-Speed Automatic","3.0L V6 24V GDI DOHC Supercharged",43716,NULL,NULL
"5UXCR6C50KLL10954",2019,"BMW","X5 xDrive40i","Used",54670.00,"Dealer","Motorwerks BMW",55420,"Fair","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",32415,NULL,NULL
"2T3A1RFV1KW063728",2019,"Toyota","RAV4 XLE Premium","Toyota Certified",37385.00,"Dealer","Carlson Toyota",55448,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",44082,NULL,NULL
"1FTEW1EP5KFB97831",2019,"Ford","F-150 XLT","Used",43017.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",16333,NULL,NULL
"WBA5B3C5XGG254676",2016,"BMW","535 i xDrive","Used",25787.00,"Dealer","Kimber Creek Ford",56474,"Good","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",49129,NULL,NULL
"1C4PJMBX7KD350931",2019,"Jeep","Cherokee Trailhawk","Used",30880.00,"Dealer","BMW of Minnetonka",55391,"Great","Four-wheel Drive","9-Speed Automatic","3.2L V6 24V MPFI DOHC",19159,NULL,NULL
"2FMPK4J91KBC48462",2019,"Ford","Edge SEL","Ford Certified",30499.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",37693,NULL,NULL
"1FTFW1E86MFA52104",2021,"Ford","F-150 Platinum","Used",70998.00,"Dealer","Walser Subaru",55306,"Good","Four-wheel Drive","Automatic","Regular Unleaded V6 3.5 L EcoBoost",14414,NULL,NULL
"JM3TCBDY9L0404216",2020,"Mazda","CX-9 Grand Touring","Used",38599.00,"Dealer","Walser Mazda",55306,"Great","All-wheel Drive","Automatic","Intercooled Turbo Regular Unleaded I-4 2.5 L/152",33302,NULL,NULL
"5J6RW2H54KL037405",2019,"Honda","CR-V EX","Used",29998.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Intercooled Turbo Regular Unleaded I-4 1.5 L/91",26834,NULL,NULL
"2FMPK4J96LBB56197",2020,"Ford","Edge SEL","Used",34985.00,"Dealer","Apple Ford Shakopee",55379,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",15611,NULL,NULL
"5J6RW2H8XKL035524",2019,"Honda","CR-V EX-L","Honda Certified",29995.00,"Dealer","Buerkle Hyundai",55110,"Great","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",48082,NULL,NULL
"W1KWF8EB5MR648815",2021,"Mercedes-Benz","C-Class C 300 4MATIC","Used",39881.00,"Dealer","Sears Imported Autos",55305,"Great","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",7635,NULL,NULL
"3C4NJCCB2LT247917",2020,"Jeep","Compass Limited","Used",29989.00,"Dealer","Park Chrysler Jeep",55337,"Good","Front-wheel Drive","6-Speed Automatic","2.4L I4 16V MPFI SOHC",13658,NULL,NULL
"KNDJX3AA1K7693972",2019,"Kia","Soul !","Kia Certified",29998.00,"Dealer","Luther Kia of Bloomington",55431,"NA","Front-wheel Drive","7-Speed Automatic with Auto-Shift","1.6L I4 16V GDI DOHC Turbo",17163,NULL,NULL
"1C4RJFBG9LC104992",2020,"Jeep","Grand Cherokee Limited","Used",42990.00,"Dealer","Stillwater Motors",55082,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",24344,NULL,NULL
"2T3P1RFVXKW076200",2019,"Toyota","RAV4 XLE","Toyota Certified",34800.00,"Dealer","Rudy Luther Toyota",55426,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",23956,NULL,NULL
"JF2GTADC6J8341925",2018,"Subaru","Crosstrek 2.0i Premium","Used",26988.00,"Dealer","Luther Bloomington Subaru",55420,"Fair","All-wheel Drive","Automatic CVT","2.0L H4 16V GDI DOHC",55102,NULL,NULL
"1V2BR2CA2MC529838",2021,"Volkswagen","Atlas 3.6L SEL","Used",43975.00,"Dealer","Luther Brookdale Volkswagen",55429,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",20465,NULL,NULL
"1GKKNXLS6HZ254761",2017,"GMC","Acadia Denali","GMC Certified",35995.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",32677,NULL,NULL
"JTEBU5JR4L5780935",2020,"Toyota","4Runner SR5","Used",39998.00,"Dealer","Walser Hyundai",55445,"Great","Four-wheel Drive","Automatic","Regular Unleaded V-6 4.0 L/241",35999,NULL,NULL
"1C4RJKBG7M8112652",2021,"Jeep","Grand Cherokee L Limited","Used",51720.00,"Dealer","Paynesville Chevrolet Buick",56362,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",19265,NULL,NULL
"3FMCR9B60MRA49967",2021,"Ford","Bronco Sport Big Bend","Used",37998.00,"Dealer","CarMax Brooklyn Park - Now offering Curbside Pickup",55428,"NA","Four-wheel Drive","8-Speed Automatic","1.5L I3 12V PDI DOHC Turbo",17158,NULL,NULL
"2C4RC1BG6MR565184",2021,"Chrysler","Pacifica Touring L","Used",39998.00,"Dealer","Walser Nissan Coon Rapids",55448,"Good","Front-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",21324,NULL,NULL
"KNDMB5C16H6320218",2017,"Kia","Sedona LX","Used",20597.00,"Dealer","Ryan Auto Mall Chrysler Dodge Jeep Ram",55313,"Good","Front-wheel Drive","6-Speed Automatic","3.3L V6 24V GDI DOHC",71226,NULL,NULL
"WBA5R7C56KAJ79781",2019,"BMW","330 i xDrive","Used",39480.00,"Dealer","BMW of Minnetonka",55391,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",26497,NULL,NULL
"55SWF8EB8KU301474",2019,"Mercedes-Benz","C-Class C 300 4MATIC","Mercedes-Benz Certified",36405.00,"Dealer","Feldmann Imports",55437,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",24444,NULL,NULL
"1GYKPDRS2LZ183217",2020,"Cadillac","XT6 Premium Luxury AWD","Cadillac Certified",55497.00,"Dealer","Luther Cadillac",55113,"Good","All-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",14870,NULL,NULL
"1GTU9FEL7LZ122688",2020,"GMC","Sierra 1500 Denali","Used",60121.00,"Dealer","Coon Rapids Chrysler Dodge Jeep RAM",55433,"Good","Four-wheel Drive","10-Speed Automatic","6.2L V8 16V GDI OHV",38764,NULL,NULL
