"vin","year","make","model","used_or_new","price","sellertype","sellername","zipcode","dealtype","drivetrain","transmission","engine","mileage","difference","percentage_of_difference"
"1C6SRFFT0LN163300",2020,"RAM","1500 Big Horn","Used",44997.00,"Dealer","Ryan Auto Mall Chrysler Dodge Jeep Ram",55313,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",30850,NULL,NULL
"4T1G11AK1LU359884",2020,"Toyota","Camry SE","Toyota Certified",29800.00,"Dealer","Rudy Luther Toyota",55426,"Good","Front-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",30465,NULL,NULL
"WAUBFGFFXF1111425",2015,"Audi","A3 2.0T Premium","Used",21997.00,"Dealer","Ryan Auto Mall Chrysler Dodge Jeep Ram Of Monticello",55362,"Good","All-wheel Drive","6-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",56609,NULL,NULL
"1GYFZFR43KF112438",2019,"Cadillac","XT4 Sport","Used",39998.00,"Dealer","Walser Experienced Autos Burnsville",55337,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",33313,NULL,NULL
"JM3TCBDY6L0411382",2020,"Mazda","CX-9 Grand Touring","Used",39998.00,"Dealer","Walser Mazda",55306,"Great","All-wheel Drive","Automatic","Intercooled Turbo Regular Unleaded I-4 2.5 L/152",14256,NULL,NULL
"JTEKU5JR3M5882986",2021,"Toyota","4Runner Limited","Used",52991.00,"Dealer","St. Cloud Toyota",56387,"Great","Four-wheel Drive","5-Speed Automatic","4.0L V6 24V MPFI DOHC",16823,NULL,NULL
"1GKKVSKD1HJ231571",2017,"GMC","Acadia Limited Limited","Used",27688.00,"Dealer","Morrie's Minnetonka Mazda",55305,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",61322,NULL,NULL
"3FA6P0HD5LR170460",2020,"Ford","Fusion SE","Ford Certified",24999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",24383,NULL,NULL
"2HKRW6H30KH204990",2019,"Honda","CR-V LX","Used",26495.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","2.4L I4 16V GDI DOHC",26896,NULL,NULL
"KM8K6CAA3MU678610",2021,"Hyundai","Kona SEL Plus","Used",28540.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","All-wheel Drive","6-Speed Automatic","2.0L I4 16V MPFI DOHC",15132,NULL,NULL
"1GCUYGED1KZ327911",2019,"Chevrolet","Silverado 1500 LTZ","Used",46450.00,"Dealer","Mike Molstead Motors",50616,"Great","Four-wheel Drive","8-Speed Automatic","5.3L V8 16V GDI OHV",34739,NULL,NULL
"1C4SDJCT7MC606053",2021,"Dodge","Durango R/T","Used",61998.00,"Dealer","Fury Motors Saint Paul",55075,"Fair","All-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",20533,NULL,NULL
"1FTEW1EP9JFE11699",2018,"Ford","F-150 Lariat","Used",43010.00,"Dealer","Fury Motors Stillwater",55082,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",39738,NULL,NULL
"4S4BSAFCXK3394324",2019,"Subaru","Outback 2.5i Premium","Used",24995.00,"Dealer","Subaru of Rochester",55904,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",89690,NULL,NULL
"ZARFAEEN6H7544777",2017,"Alfa","Romeo Giulia Ti","Used",32998.00,"Dealer","Walser Experienced Autos Burnsville",55337,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI SOHC Turbo",17084,NULL,NULL
"1GNSKTKL5MR103838",2021,"Chevrolet","Tahoe High Country","Used",73999.00,"Dealer","Miller Chevrolet",55374,"Good","Four-wheel Drive","10-Speed Automatic","6.2L V8 16V GDI OHV",41800,NULL,NULL
"7FARW2H80KE008250",2019,"Honda","CR-V EX-L","Used",29999.00,"Dealer","Lexus of Maplewood",55109,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",47033,NULL,NULL
"2HKRW2H89LH697302",2020,"Honda","CR-V EX-L","Honda Certified",33998.00,"Dealer","Luther Mankato Honda",56001,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",13425,NULL,NULL
"1FTEW1EP7LFA56700",2020,"Ford","F-150 XLT","Used",46988.00,"Dealer","Midway Ford",55113,"Good","Four-wheel Drive","Automatic","2.7L V6 24V PDI DOHC Twin Turbo",33788,NULL,NULL
"3GNAXSEV1JS637495",2018,"Chevrolet","Equinox 1LT","Chevrolet Certified",25995.00,"Dealer","Lenzen Chevrolet-Buick Inc",55318,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",54479,NULL,NULL
"JF2SKASC7KH540810",2019,"Subaru","Forester Limited","Used",25942.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",28219,NULL,NULL
"1C6RR7FTXHS587984",2017,"RAM","1500 Express","Used",25943.00,"Dealer","Jeff Belzer Roseville CDJR",55113,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",81916,NULL,NULL
"JTMP1RFV9KD018317",2019,"Toyota","RAV4 XLE","Toyota Certified",36977.00,"Dealer","Maplewood Toyota",55109,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",27963,NULL,NULL
"2FMTK3J91FBB34007",2015,"Ford","Edge SEL","Ford Certified",17857.00,"Dealer","Apple Ford Shakopee",55379,"Great","Front-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",92970,NULL,NULL
"4S4BTAMC4M3125108",2021,"Subaru","Outback Limited","Used",35995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",14502,NULL,NULL
"4S4WMAPDXK3462138",2019,"Subaru","Ascent Limited 7-Passenger","Used",36998.00,"Dealer","Walser Subaru St. Paul",55075,"Great","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",22926,NULL,NULL
"2GNFLGEKXH6181347",2017,"Chevrolet","Equinox Premier","Used",24997.00,"Dealer","Luther Cadillac",55113,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",26784,NULL,NULL
"1GTU9FET9MZ353965",2021,"GMC","Sierra 1500 Denali","Used",65599.00,"Dealer","Walser Buick GMC Roseville",55113,"Good","Four-wheel Drive","Automatic","Diesel I6 3.0L/183",19001,NULL,NULL
"5XXG64J22NG121669",2022,"Kia","K5 GT-Line","Used",34000.00,"Dealer","Morrie's 394 Hyundai",55426,"Good","Front-wheel Drive","8-Speed Automatic","1.6L I4 16V GDI DOHC Turbo",11763,NULL,NULL
"5N1AT3CB0MC711496",2021,"Nissan","Rogue SL","Used",36898.00,"Dealer","Walser Nissan Burnsville",55306,"Good","All-wheel Drive","Variable","Regular Unleaded I-4 2.5 L/152",1146,NULL,NULL
"1GCPYBEH6KZ316387",2019,"Chevrolet","Silverado 1500 Custom","Chevrolet Certified",34490.00,"Dealer","Marthaler Chevrolet of Glenwood",56334,"Great","Four-wheel Drive","6-Speed Automatic","4.3L V6 12V GDI OHV",46454,NULL,NULL
"3GNAXKEV3KS569878",2019,"Chevrolet","Equinox 1LT","Used",23987.00,"Dealer","Rosedale Chevrolet",55113,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",41971,NULL,NULL
"55SWF8EB9KU283759",2019,"Mercedes-Benz","C-Class C 300 4MATIC","Used",34333.00,"Dealer","Feldmann Imports",55437,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",45302,NULL,NULL
"5J6RW2H57KL017374",2019,"Honda","CR-V EX","Used",29998.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Intercooled Turbo Regular Unleaded I-4 1.5 L/91",23912,NULL,NULL
"4S4BSAFC8K3246754",2019,"Subaru","Outback 2.5i Premium","Used",27299.00,"Dealer","Walser Nissan Coon Rapids",55448,"Good","All-wheel Drive","Variable","Regular Unleaded H-4 2.5 L/152",38948,NULL,NULL
"1FMCU9GD0JUA23749",2018,"Ford","Escape SE","Used",22900.00,"Dealer","Holt Motors",55321,"Good","Four-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",45845,NULL,NULL
"1GTG6DE32G1150252",2016,"GMC","Canyon SLT","Used",34990.00,"Dealer","Rudy Luther Toyota",55426,"Fair","Four-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",31456,NULL,NULL
"1GTU9FEL7KZ130546",2019,"GMC","Sierra 1500 Denali","Used",57423.00,"Dealer","Lincoln of Bloomington",55420,"Good","Four-wheel Drive","10-Speed Automatic","6.2L V8 16V GDI OHV",21102,NULL,NULL
"4T4BF1FK1FR501746",2015,"Toyota","Camry LE","Used",19990.00,"Dealer","Rudy Luther Toyota",55426,"Good","Front-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",21585,NULL,NULL
"2GNFLFEK0H6289938",2017,"Chevrolet","Equinox LT","Used",19995.00,"Dealer","Friendly Chevrolet of Fridley",55432,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",53720,NULL,NULL
"1FTEW1EP2MKE41946",2021,"Ford","F-150 XLT","Ford Certified",53799.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",1208,NULL,NULL
"1FMCU9GD0JUB12351",2018,"Ford","Escape SE","Used",18995.00,"Dealer","Ace Auto Cars",55352,"Great","Four-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",37229,NULL,NULL
"3G1BE6SM2HS540170",2017,"Chevrolet","Cruze LT","Used",15998.00,"Dealer","Walser Hyundai",55445,"Good","Front-wheel Drive","Automatic","Turbocharged Gas I4 1.4L/",81681,NULL,NULL
"1FMCU9G68LUB91613",2020,"Ford","Escape SE","Used",29750.00,"Dealer","Inver Grove Ford",55077,"Good","All-wheel Drive","8-Speed Automatic","1.5L I3 12V GDI DOHC Turbo",16580,NULL,NULL
"1FMCU0GD1KUA64873",2019,"Ford","Escape SE","Used",22399.00,"Dealer","Cornerstone Ford Chrysler",55330,"Great","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",59497,NULL,NULL
"5UXCR6C53KLK84026",2019,"BMW","X5 xDrive40i","Used",56699.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",13445,NULL,NULL
"1C4GJXAG6MW630334",2021,"Jeep","Wrangler Sport","Used",39590.00,"Dealer","Pischke Motors of La Crosse",54601,"Good","Four-wheel Drive","6-Speed Manual","3.6L V6 24V MPFI DOHC",16573,NULL,NULL
"5UXCR6C55KLL60720",2019,"BMW","X5 xDrive40i","Used",58242.00,"Dealer","Right Buy Auto",55449,"Fair","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",11227,NULL,NULL
"4T1B11HKXKU190222",2019,"Toyota","Camry SE","Used",27416.00,"Dealer","Volkswagen of Inver Grove",55077,"Good","Front-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",45419,NULL,NULL
"1FMJU1JT1KEA26776",2019,"Ford","Expedition XLT","Used",46990.00,"Dealer","Schwieters Ford of Montevideo",56265,"Good","Four-wheel Drive","10-Speed Automatic","3.5L V6 24V GDI DOHC Twin Turbo",64373,NULL,NULL
"2FMPK4J97LBA15252",2020,"Ford","Edge SEL","Used",26997.00,"Dealer","Hertz Car Sales Minneapolis",55337,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",60341,NULL,NULL
"5FNYF8H58LB006439",2020,"Honda","Passport EX-L","Used",35485.00,"Dealer","Buerkle Acura",55445,"Great","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",34005,NULL,NULL
"1C4RJFBG2JC409487",2018,"Jeep","Grand Cherokee Limited","Used",29000.00,"Dealer","Jim Lupient INFINITI",55426,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",87281,NULL,NULL
"5UXKR0C30H0V80784",2017,"BMW","X5 xDrive35i","Used",38777.00,"Dealer","Morrie's West End Lincoln",55426,"Good","All-wheel Drive","8-Speed Automatic","Straight 6 Cylinder Engine",52932,NULL,NULL
"1FTEX1EP0KKC69331",2019,"Ford","F-150 XLT","Ford Certified",35999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",55548,NULL,NULL
"2T3F1RFV1KW032873",2019,"Toyota","RAV4 LE","Toyota Certified",29799.00,"Dealer","Rochester Toyota",55904,"Great","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",47461,NULL,NULL
"1FM5K8GT0FGB67422",2015,"Ford","Explorer Sport","Used",27488.00,"Dealer","Midway Ford",55113,"Fair","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V GDI DOHC Twin Turbo",76538,NULL,NULL
"1G1PE5SB1G7227400",2016,"Chevrolet","Cruze Limited 1LT","Used",16980.00,"Dealer","Friendly Chevrolet of Fridley",55432,"Good","Front-wheel Drive","6-Speed Automatic","1.4L I4 16V MPFI DOHC Turbo",35789,NULL,NULL
"5N1DL0MM7KC515001",2019,"INFINITI","QX60 Luxe","INFINITI Certified",39990.00,"Dealer","Luther INFINITI of Bloomington",55431,"Good","All-wheel Drive","Automatic CVT","3.5L V6 24V GDI DOHC",56320,NULL,NULL
"1G1PG5SB5F7201004",2015,"Chevrolet","Cruze LTZ","Used",14995.00,"Dealer","Koppy Motors of Forest Lake",55025,"Fair","Front-wheel Drive","6-Speed Automatic","1.4L I4 16V MPFI DOHC Turbo",89715,NULL,NULL
"JM1BPBNY3M1333520",2021,"Mazda","Mazda3 2.5 Turbo Premium Plus","Used",35599.00,"Dealer","Walser Mazda",55306,"Great","All-wheel Drive","Automatic","Intercooled Turbo Regular Unleaded I-4 2.5 L/152",20601,NULL,NULL
"JF2GTAECXK8358372",2019,"Subaru","Crosstrek 2.0i Premium","Used",25752.00,"Dealer","Jeff Belzer's Lakeville",55044,"Good","All-wheel Drive","Automatic CVT","2.0L H4 16V GDI DOHC",47210,NULL,NULL
"5TDGZRAH0LS502585",2020,"Toyota","Highlander XLE","Used",36182.00,"Dealer","Hertz Car Sales Minneapolis",55337,"Great","Front-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",50071,NULL,NULL
"5J6RW2H8XLL009975",2020,"Honda","CR-V EX-L","Used",34998.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Intercooled Turbo Regular Unleaded I-4 1.5 L/91",22353,NULL,NULL
"WMWZC5C56GWU00703",2016,"MINI","Countryman Cooper S ALL4","Used",20995.00,"Dealer","Alfa Romeo of Minneapolis",55416,"Good","All-wheel Drive","6-Speed Automatic","1.6L I4 16V GDI DOHC Turbo",64350,NULL,NULL
"2C4RC1EG3HR534251",2017,"Chrysler","Pacifica Touring-L Plus","Used",25966.00,"Dealer","Superior Ford",55442,"Good","Front-wheel Drive","9-Speed Automatic","3.6L V6 24V MPFI DOHC",81941,NULL,NULL
"2T2BGMCA1HC010517",2017,"Lexus","RX 450h","Used",42999.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","3.5L V6 24V MPFI DOHC Hybrid",36877,NULL,NULL
"3C4NJDAB0JT265175",2018,"Jeep","Compass Sport","Used",21998.00,"Dealer","Luther Kia of Bloomington",55431,"Good","Four-wheel Drive","9-Speed Automatic","2.4L I4 16V MPFI SOHC",74025,NULL,NULL
"1FTFW1E5XLKF27037",2020,"Ford","F-150 XLT","Used",43995.00,"Dealer","Wolf Motors",55352,"Good","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",46517,NULL,NULL
"1FMCU9J90KUB04093",2019,"Ford","Escape Titanium","Ford Certified",27985.00,"Dealer","Apple Ford Shakopee",55379,"Good","Four-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",46888,NULL,NULL
"1C4RJFBG6JC432996",2018,"Jeep","Grand Cherokee Limited","Used",28988.00,"Dealer","Barnett Chrysler Jeep Kia",55110,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",80784,NULL,NULL
"7FARW2H51KE031963",2019,"Honda","CR-V EX","Used",29001.00,"Dealer","Luther Mankato Honda",56001,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",48549,NULL,NULL
"4S4WMARD3L3445339",2020,"Subaru","Ascent Touring 7-Passenger","Used",31754.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",47226,NULL,NULL
"1FM5K8FH1HGA75803",2017,"Ford","Explorer Limited","Used",28447.00,"Dealer","Weelborg Ford",56283,"Good","Four-wheel Drive","6-Speed Automatic","2.3L I4 16V GDI DOHC Turbo",83786,NULL,NULL
"JTMP1RFV5KJ002035",2019,"Toyota","RAV4 XLE","Toyota Certified",32895.00,"Dealer","Rudy Luther Toyota",55426,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",56671,NULL,NULL
"7FARW2H83KE044952",2019,"Honda","CR-V EX-L","Honda Certified",32620.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",27737,NULL,NULL
"1FM5K8GT0JGC05840",2018,"Ford","Explorer sport","Used",33996.00,"Dealer","Luther North Country Ford Lincoln",55433,"Good","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V GDI DOHC Twin Turbo",75650,NULL,NULL
"1C6SRFJT8LN326220",2020,"RAM","1500 Laramie","Used",52998.00,"Dealer","Walser Chrysler Jeep Dodge RAM",55343,"Good","Four-wheel Drive","Automatic","Regular Unleaded V-8 5.7 L/345",21877,NULL,NULL
"JTMAB3FV3MD028974",2021,"Toyota","RAV4 Prime SE","Used",58998.00,"Dealer","Walser Toyota",55437,"Good","All-wheel Drive","Variable","Gas/Electric I-4 2.5 L/152",13534,NULL,NULL
"1FTFW1E5XKKC05996",2019,"Ford","F-150 XLT","Used",38688.00,"Dealer","Tom Kadlec Honda",55901,"Good","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",54919,NULL,NULL
"5YFEPRAE9LP094003",2020,"Toyota","Corolla LE","Toyota Certified",23985.00,"Dealer","Rudy Luther Toyota",55426,"Good","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",46650,NULL,NULL
"KM8R5DHE3LU085733",2020,"Hyundai","Palisade Limited","Used",52900.00,"Dealer","Luther Burnsville Hyundai",55306,"Good","All-wheel Drive","8-Speed Automatic","3.8L V6 24V GDI DOHC",27546,NULL,NULL
"3C4NJDCB2LT230475",2020,"Jeep","Compass Limited","Used",30699.00,"Dealer","Cornerstone Ford Chrysler",55330,"Good","Four-wheel Drive","9-Speed Automatic","2.4L I4 16V MPFI SOHC",32144,NULL,NULL
"1GNSKHKC8KR317491",2019,"Chevrolet","Suburban LT","Used",54000.00,"Dealer","North Branch Chevrolet",55056,"Good","Four-wheel Drive","6-Speed Automatic","5.3L V8 16V GDI OHV",35613,NULL,NULL
"2GNFLFEK2H6299970",2017,"Chevrolet","Equinox LT","Chevrolet Certified",20466.00,"Dealer","Jeff Belzer's Lakeville",55044,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",66455,NULL,NULL
"5FPYK3F75LB005999",2020,"Honda","Ridgeline RTL-E","Honda Certified",39490.00,"Dealer","Inver Grove Honda",55077,"Great","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",32011,NULL,NULL
"4T1G11AK1LU932590",2020,"Toyota","Camry SE","Toyota Certified",28895.00,"Dealer","Rudy Luther Toyota",55426,"Good","Front-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",46391,NULL,NULL
"5GAEVAKW3KJ210041",2019,"Buick","Enclave Essence","Used",34977.00,"Dealer","Ryan Auto Mall GM",55313,"Great","All-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",53938,NULL,NULL
"2T3DFREV8HW623463",2017,"Toyota","RAV4 Limited","Used",26250.00,"Dealer","Motorwerks BMW",55420,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",87244,NULL,NULL
"5FNYF8H52LB005156",2020,"Honda","Passport EX-L","Used",36675.00,"Dealer","Buerkle Acura",55445,"Good","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",19913,NULL,NULL
"1C4RJFCM6EC376908",2014,"Jeep","Grand Cherokee Overland","Used",24950.00,"Dealer","Audi St. Paul",55109,"Great","Four-wheel Drive","8-Speed Automatic","3.0L V6 24V DDI DOHC Turbo Diesel",76696,NULL,NULL
"2T3MWRFV7KW025256",2019,"Toyota","RAV4 Hybrid LE","Used",35988.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","Automatic CVT","2.5L I4 16V PDI DOHC Hybrid",38470,NULL,NULL
"3CZRU6H38JM704033",2018,"Honda","HR-V LX","Used",17997.00,"Dealer","Import Auto Sales",55426,"Great","All-wheel Drive","Automatic CVT","1.8L I4 16V MPFI SOHC",42436,NULL,NULL
"2T3F1RFV8KC004036",2019,"Toyota","RAV4 LE","Toyota Certified",29973.00,"Dealer","Inver Grove Toyota",55077,"Great","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",37866,NULL,NULL
"1GKKNXLS7KZ290434",2019,"GMC","Acadia Denali","GMC Certified",42995.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",18144,NULL,NULL
"WAUENAF41JA103119",2018,"Audi","A4 2.0T Premium Plus","Used",29998.00,"Dealer","CarMax Brooklyn Park - Now offering Curbside Pickup",55428,"Fair","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",60570,NULL,NULL
"5FNYF6H55KB040633",2019,"Honda","Pilot EX-L","Used",33299.00,"Dealer","Walser Honda",55306,"Great","All-wheel Drive","Automatic","Regular Unleaded V-6 3.5 L/212",61968,NULL,NULL
"1FTEW1EP5KFB06184",2019,"Ford","F-150 Lariat","Used",43905.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",34495,NULL,NULL
"JTMP1RFV1KJ012416",2019,"Toyota","RAV4 XLE","Toyota Certified",34895.00,"Dealer","Rudy Luther Toyota",55426,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",31726,NULL,NULL
"5LMCJ2D93GUJ30669",2016,"Lincoln","MKC Select","Used",24495.00,"Dealer","Northtown Ford Inc",54751,"Good","All-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",45569,NULL,NULL
"2T2BZMCA2KC210839",2019,"Lexus","RX 350 350","Used",47599.00,"Dealer","Lexus of Wayzata",55391,"Good","All-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",23032,NULL,NULL
"1FM5K8F84HGC68480",2017,"Ford","Explorer Limited","Ford Certified",28998.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",82191,NULL,NULL
"KNDPMCACXJ7449160",2018,"Kia","Sportage LX","Used",19995.00,"Dealer","Jeff Belzer's Lakeville",55044,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",74063,NULL,NULL
"WMWLU5C54H2C46071",2017,"MINI","Clubman Cooper S ALL4","Used",24999.00,"Dealer","Your MTH",56304,"Good","All-wheel Drive","7-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",39757,NULL,NULL
"JM1GJ1V63E1155772",2014,"Mazda","Mazda6 i Touring","Used",18165.00,"Dealer","Right Buy Auto",55449,"Fair","Front-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",56042,NULL,NULL
"WA1AAAF79KD007126",2019,"Audi","Q7 55 Premium","Used",45442.00,"Dealer","Audi Richfield",55423,"Great","All-wheel Drive","8-Speed Automatic","3.0L V6 24V GDI DOHC Supercharged",39788,NULL,NULL
"WA1BNAFY0K2076509",2019,"Audi","Q5 2.0T Premium Plus","Used",42206.00,"Dealer","Audi St. Paul",55109,"Good","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",24118,NULL,NULL
"KNDPMCACXK7605845",2019,"Kia","Sportage LX","Used",22992.00,"Dealer","Jeff Belzer's Lakeville",55044,"Great","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",43617,NULL,NULL
"5GAERBKW7JJ128967",2018,"Buick","Enclave Essence","Used",31571.00,"Dealer","Mills GM",56425,"Good","Front-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",53608,NULL,NULL
"5N1AT3CB0MC795898",2021,"Nissan","Rogue SL","Used",38399.00,"Dealer","Walser Nissan Coon Rapids",55448,"Good","All-wheel Drive","Variable","Regular Unleaded I-4 2.5 L/152",10609,NULL,NULL
"3GTU2VECXFG335024",2015,"GMC","Sierra 1500 SLT","Used",37444.00,"Dealer","Morrie's West End Lincoln",55426,"Good","Four-wheel Drive","6-Speed Automatic Electronic with Overdrive","8 Cylinder Engine",67853,NULL,NULL
"5GAKVBKD6GJ329488",2016,"Buick","Enclave Leather","Used",23281.00,"Dealer","Suburban Chevrolet",55344,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",87626,NULL,NULL
